d55e9acf-2a61-41c6-9435-1c6f5ea58fc2;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;1105;348;24450;1;1
95af692b-abd6-48c4-adaf-1e026332fff3;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;711;157;24293;1;1
7608e0f1-3e93-45a7-97e4-1ed85f1e3ed3;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;487;210;22509;1;1
487d6e06-2e02-4dbb-b0c9-fbdfcde548aa;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;401;163;23656;1;1
b19f8e06-3555-4b76-851e-771079eca2f3;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;450;118;22694;1;1
ff2df1d1-fe0d-4368-b1ba-4b7dfeb29ad1;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;323;131;24670;1;1
d0dbef91-00fb-4bfb-8805-22cb4c95654a;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;283;91;22682;1;1
a12fe975-03b0-4b3b-bc1f-8696fb70a561;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;296;219;23843;1;1
35ae4428-a4bb-4b0f-be57-a149c68524ef;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;446;64;22668;1;1
6e9dcfee-d8e9-4d2a-af19-6487f1db9b86;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;283;90;22670;1;1
aab84dde-2ba6-4e2f-8371-80ac23bf9057;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/li6.gz;3998;489;72;23003;1;1
9586b825-3642-4fbe-a617-23333c9f1f0c;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;509;1351;14407;1;1
43b2de43-7ca2-4683-9930-3a363c613581;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;362;779;12034;1;1
97bf83a7-a574-40ef-a905-faba7a47fc77;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;358;789;14701;1;1
c3e825ad-7b94-4f60-b1bc-2d784250921b;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;439;822;13555;1;1
f3b58132-9964-4aec-b423-25e2f1e6c094;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;357;731;16052;1;1
6758067a-3b33-429b-8742-085c4f55d8f4;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;356;745;12663;1;1
8994f31e-ec60-4c16-a586-d085c3ee14e0;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;391;959;14044;1;1
34647e13-5b8c-451b-8dcc-283e66e8147b;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;347;715;12005;1;1
2a59816e-5ca0-4a2a-95f4-8fc37af8e974;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;350;764;15522;1;1
93453dca-eeda-42ed-b664-7ac8afdabccd;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;351;988;12753;1;1
b4ba10ed-d0c1-4bea-8af8-9d7de1a06287;/Users/fhermeni/Documents/Research/Projects/BtrPlace/Code/scheduler/bench/src/test/resources/std-perf/nr6.gz;1496;366;755;13824;1;1
